level_0,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
102175,42175,9.234676,0.5774823,0.41298786,9.52522,0.3921905,37.717003,111.20786,0.99745303,3.2463143,0.9255765,11.968471,7.0
52142,52142,10.417259,0.98379534,0.43539622,7.1631,0.07561144,13.259842,229.35579,1.001234,3.092913,1.1126093,11.447135,5.0
33441,33441,10.917783,0.67348975,0.40035126,8.065621,0.3320665,47.682785,101.04874,0.9957303,3.432198,1.2779875,12.197134,3.0
171469,51469,10.281564,0.80199474,0.635963,5.3506117,0.39101064,44.723614,173.12715,0.9932991,3.2902634,0.92886895,10.571017,3.0
46880,46880,9.2135725,0.75825185,0.24631391,9.786907,0.3178739,39.66276,107.075264,0.99540156,3.2053006,1.0959338,11.457649,3.0
20027,20027,9.6764345,1.5204829,0.3540619,11.275134,0.35375023,27.319092,57.89527,0.99447674,3.6910868,1.6968952,13.473265,3.0
104388,44388,11.262309,1.0853182,0.95381606,9.9438305,0.57134587,44.704308,208.81749,0.9913621,3.8727524,1.4541963,9.768504,3.0
53483,53483,9.592871,1.2136362,0.81267226,1.8318145,0.28752217,37.56278,228.2834,0.992581,3.6261299,0.66707575,9.179742,4.0
53092,53092,10.92252,0.6524631,0.0921835,10.499065,0.2750577,49.257034,33.61014,0.9961701,3.594687,1.3653989,13.109733,3.0
71425,11425,14.602247,1.3460656,0.99284863,7.0187106,0.5408838,16.268862,148.0197,0.9963736,3.5632377,0.8344499,12.858885,4.0
101324,41324,11.565253,1.4768096,0.33429223,13.397145,0.42519355,31.331814,24.64001,0.9940589,3.735718,1.7799419,13.712763,3.0
11564,11564,12.195043,1.4600827,0.68057805,3.8033307,0.06078964,16.773283,259.10983,1.0015574,2.8568203,1.0175147,11.564996,4.0
63688,3688,7.047612,0.6515772,0.3162573,7.095861,0.3263446,20.515522,90.15019,0.9970967,3.4588757,1.1077372,10.515143,3.0
156858,36858,10.821362,0.62765276,0.9092283,1.7674516,0.46868777,53.82157,271.57776,0.9915184,3.3960838,0.4556471,9.253551,4.0
17416,17416,9.243962,1.3595852,0.9466813,6.8722982,0.39647686,6.178693,137.21825,1.0004166,3.2311885,1.1670172,12.997274,8.0
178416,58416,6.0065055,0.22072528,0.735913,6.6009116,0.49945006,17.590761,239.24995,0.99587023,3.3978596,0.59320927,9.612144,3.0
92567,32567,8.541329,0.73323226,0.5936984,4.5694776,0.38415992,36.135345,168.46149,0.99492574,3.267507,1.2626911,10.736629,5.0
108132,48132,10.857883,0.8654525,0.5730248,5.6083426,0.3416479,35.661823,128.81847,0.9969255,3.334839,0.7615221,11.745643,7.0
42343,42343,11.504301,0.74383307,0.16149305,10.517548,0.35290903,55.375553,48.54362,0.9947141,3.648233,1.2185491,12.578846,3.0
13331,13331,8.0152855,0.7154392,0.11809478,9.06786,0.19946262,26.654696,94.88318,0.9996038,3.4775703,1.0995011,12.563791,7.0
118630,58630,8.0847645,1.4429175,0.4229264,5.44072,0.30224794,30.285728,105.251495,0.9942409,3.5546994,1.4887315,11.671066,3.0
85915,25915,8.245448,1.0696288,0.3082442,8.553958,0.5444237,47.99622,102.963745,0.99107426,3.7529244,1.6263593,11.91921,3.0
33843,33843,11.793377,1.4653456,0.40974492,11.842791,0.20130599,39.694874,72.91153,0.9958744,3.6771333,1.5327641,12.668866,3.0
108169,48169,9.71169,1.140633,0.6455219,3.2020838,0.25624362,40.67118,203.48846,0.9945178,3.209102,0.9046589,10.733341,4.0
44381,44381,10.24483,0.48687223,0.32611975,8.219295,0.30197078,53.243088,142.38232,0.9962295,3.3099203,0.68396086,10.555394,6.0
37233,37233,9.945674,0.7591712,0.19815595,6.8755784,0.1485625,22.198837,188.27574,0.9992289,3.226755,1.0914617,12.074021,5.0
118012,58012,8.771627,1.1289741,0.8160219,3.9740832,0.47102976,43.135765,231.94055,0.9918992,3.2262647,1.0805602,10.7906685,4.0
116339,56339,7.7434,0.50965464,0.21116193,9.162077,0.24472195,35.897373,156.48007,0.9986369,3.2206542,1.432546,11.482487,5.0
21896,21896,11.036653,1.5075012,0.8466257,3.182838,0.31095615,25.326841,178.79533,0.9947435,3.468123,1.2146182,10.633566,4.0
146185,26185,12.5855665,1.1664973,0.25081304,10.632601,0.30809134,62.92844,116.85108,0.992345,3.5009022,1.6157957,11.793937,5.0
115285,55285,13.237332,1.5083488,0.05994664,14.3669405,0.06682303,8.852494,20.231361,1.0003657,3.6548085,1.8503448,14.068062,3.0
49019,49019,10.031257,0.46427846,0.2568212,10.826721,0.34296805,46.212166,82.56344,0.9977259,3.2160046,0.8195694,11.763983,3.0
168814,48814,9.337582,1.0801828,0.17323565,5.5639687,0.23668732,31.082993,146.77266,1.000016,3.0828135,1.6547095,13.246399,8.0
179515,59515,8.090361,0.1356689,0.89900297,11.068734,0.50078434,62.888897,284.49603,0.99194694,2.893362,0.41767645,8.8352375,6.0
94685,34685,10.704693,0.25434837,0.89292175,2.2082016,0.5868816,62.567173,214.6979,0.99153095,3.9312253,0.9522177,9.811359,5.0
92572,32572,13.628653,0.43804893,0.69778407,10.361284,0.2656062,60.987274,219.56657,0.9943689,3.3377926,0.48416823,9.9887705,6.0
109144,49144,10.6514015,0.4679791,0.6279799,6.19768,0.53356534,60.284035,150.00584,0.9932091,3.7712402,1.1298568,10.645348,5.0
170024,50024,8.9517765,1.2533258,0.34487537,7.395952,0.16682115,26.696503,127.46374,0.9978403,3.0812535,1.5045543,11.982109,4.0
151250,31250,10.474319,0.21892239,0.6105796,9.327605,0.412175,59.39246,236.6996,0.9930509,3.3374834,0.51167727,9.500713,6.0
100741,40741,8.976552,0.44063276,0.19360173,9.963971,0.5456598,66.30857,59.314972,0.99299204,3.7767053,1.8142475,13.212904,5.0
51634,51634,9.71046,1.074127,0.8718145,7.4684067,0.1719982,20.44622,214.70232,1.0006421,3.5537417,0.7037929,10.434145,6.0
136404,16404,6.4246383,0.28492206,0.6068399,9.735925,0.3781559,31.200632,228.84064,0.9946798,3.4408298,0.7076205,9.110001,3.0
148822,28822,13.774943,0.9525389,0.51834303,13.337269,0.555683,60.48137,51.62548,0.99240214,3.872219,1.7866879,13.952066,5.0
39784,39784,11.298099,0.4124118,0.6785274,13.557907,0.332283,63.77833,221.28523,0.99533737,2.899664,0.603567,9.238188,6.0
64144,4144,11.459506,0.8216224,0.57817996,9.133481,0.20271426,35.330467,136.42714,0.99983305,3.0881555,0.60298574,11.549575,6.0
165872,45872,10.410834,1.0579809,0.15640269,7.928119,0.27971524,63.99588,112.13064,0.99387306,3.2527812,1.3073143,12.556526,7.0
104528,44528,13.29926,1.2402887,0.7703411,11.057408,0.16325998,16.370146,95.31082,1.0002785,3.5786254,1.0831044,12.639873,6.0
43473,43473,9.441223,0.2767586,0.28522092,11.981779,0.38122988,59.369965,144.5536,0.9966927,3.184094,0.7653905,10.790092,6.0
24428,24428,7.8016467,1.2503939,0.65588063,3.6015825,0.27233523,15.409639,141.48703,0.997598,3.3078144,1.2292626,11.472374,4.0
55807,55807,9.642083,0.9342564,0.5219707,7.291,0.49557042,40.02905,84.88196,0.99477684,3.4929578,1.3328519,12.848618,3.0
131255,11255,11.58901,0.53633165,0.5367553,10.171589,0.27965987,36.34587,50.537666,0.99816805,3.4682245,1.5871602,11.820231,3.0
114958,54958,11.348399,0.8347258,0.16293718,12.778212,0.12125912,20.919083,33.159775,1.0007035,3.5624352,1.2602272,12.819227,3.0
59532,59532,9.472738,1.3387305,0.5991337,4.61375,0.19026208,22.757975,126.853165,0.9990546,3.249415,0.9727477,11.45351,7.0
42258,42258,14.39523,0.8563697,0.2714501,7.7546177,0.091992736,33.583836,119.51329,1.0012732,3.6017563,1.2668718,13.480463,5.0
151537,31537,11.548605,0.8118132,0.22324128,10.238583,0.42308438,65.20788,118.26905,0.99336064,3.6856847,1.4589789,12.933858,5.0
167836,47836,11.382076,0.66197705,0.42918494,6.4225564,0.30500063,38.75391,217.44835,1.0000734,3.1958823,1.0116107,12.645653,5.0
151536,31536,8.190217,0.28260946,0.36362916,9.237078,0.49240187,48.762962,177.63635,0.99429566,3.5391788,0.7915441,11.509518,5.0
127415,7415,6.7459607,1.1643083,0.75585693,6.474828,0.1968913,5.560475,94.30238,1.0008427,3.3679643,1.154483,10.380421,3.0
166345,46345,8.133723,1.419987,0.8413198,8.741641,0.38739565,5.9911804,124.29272,0.99888766,3.7287192,1.2893966,12.173469,3.0
53287,53287,12.735204,1.4259905,0.9368476,8.6889715,0.28982005,26.335293,206.55984,0.9982601,3.1233447,1.0859303,11.8474655,8.0
116000,56000,10.906897,1.5469258,0.9648474,2.8568583,0.10826393,8.003351,218.71634,1.0010334,3.1506174,0.82442576,11.525129,4.0
84721,24721,8.112814,1.197803,0.6060862,13.392525,0.22679809,33.006535,149.2041,0.99656445,3.2583244,1.4175665,10.421222,3.0
114381,54381,9.682058,0.7684686,0.14301409,10.178266,0.46493536,64.641754,70.93368,0.99215835,3.7952664,1.6501704,11.879425,3.0
51783,51783,10.994466,1.5034872,0.8100898,6.55619,0.21088542,15.903809,119.58386,1.0001509,3.419203,1.1689097,12.724321,3.0
1558,1558,9.069786,0.7612009,0.1617493,5.5517597,0.14933608,12.858889,175.71829,1.0015844,3.381972,1.51244,12.684045,5.0
129364,9364,13.385725,0.8007309,0.46874195,13.535159,0.52403426,52.000122,43.169083,0.99491674,3.815441,1.6570853,14.242464,5.0
95880,35880,10.4440365,0.71258086,0.46180555,7.1653023,0.32633105,39.823853,127.44489,0.99493927,3.3817613,0.79417634,10.719051,3.0
30575,30575,8.336671,1.0691665,0.8208717,2.8728786,0.5601586,15.859993,110.51268,0.99525255,3.5891442,1.3644309,12.4527025,4.0
26627,26627,8.994864,1.1328812,0.36876202,5.401964,0.28082463,25.711052,186.76434,0.9966767,3.0081437,1.5734932,12.629764,5.0
61548,1548,12.106443,1.5339003,0.7519817,12.333681,0.40554708,21.18245,39.749405,0.9969607,3.6323195,1.6620613,13.709948,3.0
155416,35416,12.9618635,1.1386796,0.6746243,4.431088,0.19488157,53.40222,225.97653,0.99517256,3.162469,0.52267575,10.327201,6.0
132322,12322,12.255807,0.8291444,0.890689,6.296754,0.3487187,37.8203,216.34688,0.9952904,3.52045,0.6121303,10.007254,3.0
71778,11778,11.740038,0.5322489,0.83075035,6.2236733,0.2629184,50.177452,243.66591,0.9970891,3.0476403,0.4705846,10.029109,6.0
84968,24968,10.677211,1.1544205,0.81074584,4.4319553,0.3069409,17.786112,165.60133,0.99855334,3.5990956,1.1015571,12.508127,8.0
178051,58051,9.906,1.3572018,0.25786802,9.339803,0.13587084,24.247637,54.176476,0.9978899,3.5095274,1.6228491,12.584016,3.0
156199,36199,9.7416935,1.212823,0.45845035,6.4481754,0.12008708,14.996038,121.15497,1.000408,3.1359913,1.2287457,11.841884,4.0
72442,12442,8.543582,1.0529044,0.76170665,11.109985,0.14856575,9.667639,155.91824,1.001288,3.2514267,0.9756042,10.745221,3.0
147383,27383,12.67497,0.8639871,0.552428,8.836509,0.20194532,52.175323,175.55728,0.9959323,3.17498,0.686123,10.723706,6.0
120093,93,8.62041,0.9724796,0.6745066,10.771019,0.44455817,11.130443,112.46398,0.99800014,3.4673977,1.2538043,12.574572,3.0
86607,26607,11.64914,1.1908689,0.9123543,3.5918255,0.12858564,26.23411,251.4168,0.9997289,3.1068974,0.42387745,10.244089,4.0
116185,56185,13.865422,1.2646761,0.9629917,3.0218017,0.16923878,26.940691,258.44528,0.99918824,3.5475745,0.41624865,11.071867,7.0
141195,21195,7.9752874,0.295714,0.85739523,4.864241,0.555021,39.77856,224.06792,0.9923139,3.4791505,0.9915772,9.6708145,3.0
53463,53463,8.132631,1.1099297,0.4069842,8.674207,0.2511328,25.756815,85.716064,0.9973155,3.4079852,1.4756111,11.264872,3.0
75748,15748,9.512942,0.7593097,0.83805496,3.6881785,0.43450844,21.476704,144.06395,0.997057,3.5951667,0.8680803,11.333718,3.0
111278,51278,10.286304,0.30905536,0.66838074,2.9876318,0.5753493,59.68829,153.4852,0.993233,3.8524923,1.4434083,11.577859,5.0
19438,19438,8.826661,0.5548491,0.24051967,9.288071,0.1933185,26.425253,169.56656,0.9992753,3.1101959,0.85274565,11.52635,7.0
128535,8535,6.502195,0.19482253,0.83511686,11.299833,0.45789704,42.150295,255.2177,0.9944032,3.2682347,0.6093196,8.661464,3.0
173216,53216,9.775689,1.3198296,0.6288554,8.58475,0.076321594,5.4779735,44.8934,1.0019766,3.2766566,1.413553,11.544674,3.0
90563,30563,8.91232,0.70726794,0.30513507,6.874031,0.3778927,42.384964,89.598854,0.99746466,3.4942684,1.3802203,12.448688,3.0
158730,38730,10.548768,1.1161367,0.52886385,10.187588,0.111642644,9.609089,38.694767,1.0015292,3.3155172,1.3774062,11.762114,3.0
22469,22469,7.653963,0.37744057,0.36401567,10.095569,0.2709038,43.343555,189.58594,0.9960207,3.0340242,1.0943103,10.650894,6.0
91440,31440,9.104308,0.827756,0.81182235,4.710026,0.44429004,24.66785,149.01105,0.99662185,3.485309,1.3030366,11.841211,3.0
69799,9799,11.527907,0.72117704,0.7411513,8.701439,0.27812624,44.011482,192.71538,0.99631476,3.2758777,0.5834725,9.919312,3.0
123860,3860,10.329297,1.248249,0.78561115,9.335056,0.36744052,12.947632,128.33195,0.9982016,3.586804,1.2767082,12.544694,3.0
157631,37631,9.805462,1.1352667,0.6164441,6.5608788,0.13368113,31.262451,206.91518,0.999934,3.0430446,0.91422635,11.221684,6.0
147242,27242,10.78068,1.241898,0.11788099,9.285362,0.2900328,44.31759,115.95081,0.998073,3.1338522,1.6108902,13.524382,7.0
131324,11324,7.3044624,0.69753426,0.22909346,7.5905385,0.26463276,26.289253,120.86877,0.99832547,3.216229,1.1533278,11.453542,3.0
91115,31115,14.098719,0.9051066,0.5407626,11.77421,0.32386088,50.632267,56.057476,0.9943579,3.6189575,1.3313956,12.961476,3.0
149786,29786,11.120738,1.4354671,0.532277,11.472281,0.06518607,6.2801256,22.130138,1.0019344,3.3028672,1.5974654,11.953513,3.0
41576,41576,9.133452,0.28376198,0.13701046,9.594461,0.17503004,42.584167,198.35182,0.99927473,3.2752104,1.212251,11.506576,5.0
113215,53215,7.6564198,0.31685823,0.088409096,12.199093,0.42629775,60.741802,107.81512,0.9965017,3.3021839,1.3757454,12.02594,7.0
108620,48620,11.601462,1.3152941,0.5518563,8.37186,0.07699491,18.527468,119.501465,1.0014273,2.9370794,1.1067002,11.563162,4.0
5232,5232,11.343633,0.85797703,0.29711118,8.425747,0.035862863,6.784242,258.12888,1.0026493,2.995765,0.8860346,11.912229,5.0
